id,title,upload_date,view_count,like_count,comment_count,duration,description,tags,url,topic,confidence,rationale,date,dow,dow_num,hosts,host_pair,n_hosts,has_krystal,has_saagar,has_ryan,has_emily,log_views,log_likes,log_duration,segment_position,segments_that_day
df26JlqX9A4,Van Jones HUMILIATES HIMSELF Over Israel's SECRET NUKES,2026-05-06,367364,9567,1100,698,"Ryan and Emily discuss Van Jones humiliating himself over Israel's nuclear program. 

Sign up for a PREMIUM Breaking Points subscriptions for full early access to uncut shows and LIVE AMAs with the hosts every week: https://breakingpoints.locals.com/support

Merch Store: https://shop.breakingpoints.com/

To listen to Breaking Points as a podcast, check them out on Apple and Spotify

Apple: https://podcasts.apple.com/us/podcast/breaking-points-with-krystal-and-saagar/id1570045623
 
Spotify: https://open.spotify.com/show/4Kbsy61zJSzPxNZZ3PKbXl
 
Facebook: https://www.facebook.com/people/Breaking-Points/61575893472315/

#news #politics #youtube","['breaking points', 'krystal ball', 'saagar enjeti']",https://www.youtube.com/watch?v=df26JlqX9A4,Foreign Policy / War,0.85,Commentary on Israel's nuclear weapons and geopolitical dynamics,2026-05-06,Wednesday,2,"['Emily', 'Ryan']",Emily & Ryan,2,0,0,1,1,12.814108461115747,9.166074955678168,6.548219102762372,6,8
0wuoD0AVdGg,Triple Trump Voter: NEVER Voting Republican Again,2026-05-06,150636,4984,1000,959,"Ryan and Emily discuss Trump voters flipping over the war in Iran and high prices. 

Amed Khan: https://amedkhan.org/amed

Sign up for a PREMIUM Breaking Points subscriptions for full early access to uncut shows and LIVE AMAs with the hosts every week: https://breakingpoints.locals.com/support

Merch Store: https://shop.breakingpoints.com/

To listen to Breaking Points as a podcast, check them out on Apple and Spotify

Apple: https://podcasts.apple.com/us/podcast/breaking-points-with-krystal-and-saagar/id1570045623
 
Spotify: https://open.spotify.com/show/4Kbsy61zJSzPxNZZ3PKbXl
 
Facebook: https://www.facebook.com/people/Breaking-Points/61575893472315/

#news #politics #youtube","['breaking points', 'krystal ball', 'saagar enjeti']",https://www.youtube.com/watch?v=0wuoD0AVdGg,Domestic Politics,0.9,Voter realignment and Republican party support shifting away from Trump,2026-05-06,Wednesday,2,"['Emily', 'Ryan']",Emily & Ryan,2,0,0,1,1,11.922621609606209,8.51398806046729,6.8658910748834385,7,8
nn7l0kkQU-I,Trump BLINKS: WAR OVER? Markets SURGE,2026-05-06,315514,8276,1200,1500,"Ryan and Emily discuss Trump blinking on his Project Freedom plan in the Strait of Hormuz. 

Sign up for a PREMIUM Breaking Points subscriptions for full early access to uncut shows and LIVE AMAs with the hosts every week: https://breakingpoints.locals.com/support

Merch Store: https://shop.breakingpoints.com/

To listen to Breaking Points as a podcast, check them out on Apple and Spotify

Apple: https://podcasts.apple.com/us/podcast/breaking-points-with-krystal-and-saagar/id1570045623
 
Spotify: https://open.spotify.com/show/4Kbsy61zJSzPxNZZ3PKbXl
 
Facebook: https://www.facebook.com/people/Breaking-Points/61575893472315/

#news #politics #youtube","['breaking points', 'krystal ball', 'saagar enjeti']",https://www.youtube.com/watch?v=nn7l0kkQU-I,Foreign Policy / War,0.85,Potential Iran conflict resolution and market reaction,2026-05-06,Wednesday,2,"['Emily', 'Ryan']",Emily & Ryan,2,0,0,1,1,12.661958333988416,9.021115038865434,7.313220387090301,8,8
B6Pt6HGmV1k,Glenn Greenwald EXPOSES HORRIFYING Big Ag Plot To ABUSE Animals,2026-05-07,73529,4010,1000,668,"Krystal and Saagar are joined by Glenn Greenwald to discuss animal abuse. 

Glenn Greenwald: https://greenwald.substack.com/

Sign up for a PREMIUM Breaking Points subscriptions for full early access to uncut shows and LIVE AMAs with the hosts every week: https://breakingpoints.locals.com/support

Merch Store: https://shop.breakingpoints.com/

To listen to Breaking Points as a podcast, check them out on Apple and Spotify

Apple: https://podcasts.apple.com/us/podcast/breaking-points-with-krystal-and-saagar/id1570045623
 
Spotify: https://open.spotify.com/show/4Kbsy61zJSzPxNZZ3PKbXl
 
Facebook: https://www.facebook.com/people/Breaking-Points/61575893472315/

#news #politics #youtube","['breaking points', 'krystal ball', 'saagar enjeti']",https://www.youtube.com/watch?v=B6Pt6HGmV1k,Environment / Energy,0.78,Exposé on agricultural industry practices and animal welfare violations.,2026-05-07,Thursday,3,"['Krystal', 'Saagar']",Krystal & Saagar,2,1,1,0,0,11.205435165206588,8.296546520300614,6.504288173536645,1,6
1PNINyWGQMw,Glenn Greenwald DESTROYS ADL 'Anti-Semitism' Report,2026-05-07,186112,6831,1200,1011,"Krystal and Saagar Glenn Greenwald discuss the ADL's new antisemitism support. 

Glenn Greenwald: https://greenwald.substack.com/

Sign up for a PREMIUM Breaking Points subscriptions for full early access to uncut shows and LIVE AMAs with the hosts every week: https://breakingpoints.locals.com/support

Merch Store: https://shop.breakingpoints.com/

To listen to Breaking Points as a podcast, check them out on Apple and Spotify

Apple: https://podcasts.apple.com/us/podcast/breaking-points-with-krystal-and-saagar/id1570045623
 
Spotify: https://open.spotify.com/show/4Kbsy61zJSzPxNZZ3PKbXl
 
Facebook: https://www.facebook.com/people/Breaking-Points/61575893472315/

#news #politics #youtube","['breaking points', 'krystal ball', 'saagar enjeti']",https://www.youtube.com/watch?v=1PNINyWGQMw,Media / Tech,0.85,"Critique of ADL's reporting on anti-semitism, focusing on media/organizational coverage",2026-05-07,Thursday,3,"['Krystal', 'Saagar']",Krystal & Saagar,2,1,1,0,0,12.134103922013082,8.82922635473185,6.918695219020472,2,6
pykLwdK2K-Q,Epstein ALLEGED FINAL NOTE REVEALED,2026-05-07,129868,3183,413,563,"Krystal and Saagar discuss Epstein's alleged final note before his death. 

Sign up for a PREMIUM Breaking Points subscriptions for full early access to uncut shows and LIVE AMAs with the hosts every week: https://breakingpoints.locals.com/support

Merch Store: https://shop.breakingpoints.com/

To listen to Breaking Points as a podcast, check them out on Apple and Spotify

Apple: https://podcasts.apple.com/us/podcast/breaking-points-with-krystal-and-saagar/id1570045623
 
Spotify: https://open.spotify.com/show/4Kbsy61zJSzPxNZZ3PKbXl
 
Facebook: https://www.facebook.com/people/Breaking-Points/61575893472315/

#news #politics #youtube","['breaking points', 'krystal ball', 'saagar enjeti']",https://www.youtube.com/watch?v=pykLwdK2K-Q,Legal / Courts,0.8,Discussion of Epstein case evidence and legal proceedings,2026-05-07,Thursday,3,"['Krystal', 'Saagar']",Krystal & Saagar,2,1,1,0,0,11.774273828970154,8.065579427282092,6.333279628139691,3,6
NjyqNXAsdrY,"Billionaire Says: ""TAX THE RICH"" Is a SLUR",2026-05-07,190979,5708,1400,916,"Krystal and Saagar discuss a billionaire claiming tax the rich is a slur. 

Sign up for a PREMIUM Breaking Points subscriptions for full early access to uncut shows and LIVE AMAs with the hosts every week: https://breakingpoints.locals.com/support

Merch Store: https://shop.breakingpoints.com/

To listen to Breaking Points as a podcast, check them out on Apple and Spotify

Apple: https://podcasts.apple.com/us/podcast/breaking-points-with-krystal-and-saagar/id1570045623
 
Spotify: https://open.spotify.com/show/4Kbsy61zJSzPxNZZ3PKbXl
 
Facebook: https://www.facebook.com/people/Breaking-Points/61575893472315/

#news #politics #youtube","['breaking points', 'krystal ball', 'saagar enjeti']",https://www.youtube.com/watch?v=NjyqNXAsdrY,Economy / Finance,0.9,Commentary on wealth taxation policy and billionaire perspectives on tax proposals,2026-05-07,Thursday,3,"['Krystal', 'Saagar']",Krystal & Saagar,2,1,1,0,0,12.159918753340103,8.649623978596727,6.82001636467413,4,6
gZs8TIrSgZ8,Trump Says $8 Gas WORTH IT For Iran War,2026-05-07,377329,9294,2500,1435,"Krystal and Saagar discuss Trump saying $8 gas is worth it for the Iran war. 

Sign up for a PREMIUM Breaking Points subscriptions for full early access to uncut shows and LIVE AMAs with the hosts every week: https://breakingpoints.locals.com/support

Merch Store: https://shop.breakingpoints.com/

To listen to Breaking Points as a podcast, check them out on Apple and Spotify

Apple: https://podcasts.apple.com/us/podcast/breaking-points-with-krystal-and-saagar/id1570045623
 
Spotify: https://open.spotify.com/show/4Kbsy61zJSzPxNZZ3PKbXl
 
Facebook: https://www.facebook.com/people/Breaking-Points/61575893472315/

#news #politics #youtube","['breaking points', 'krystal ball', 'saagar enjeti']",https://www.youtube.com/watch?v=gZs8TIrSgZ8,Foreign Policy / War,0.95,Discussion of potential Iran military conflict and its economic justification,2026-05-07,Thursday,3,"['Krystal', 'Saagar']",Krystal & Saagar,2,1,1,0,0,12.840872764912273,9.137124309644923,7.268920128193722,5,6
FS7reVQLd_o,Trump SURRENDER Explained: Saudi BLOCKED US Airbases,2026-05-07,598477,19212,2600,1390,"Krystal and Saagar discuss the Saudis turning on Trump over Project Freedom. 

Sign up for a PREMIUM Breaking Points subscriptions for full early access to uncut shows and LIVE AMAs with the hosts every week: https://breakingpoints.locals.com/support

Merch Store: https://shop.breakingpoints.com/

To listen to Breaking Points as a podcast, check them out on Apple and Spotify

Apple: https://podcasts.apple.com/us/podcast/breaking-points-with-krystal-and-saagar/id1570045623
 
Spotify: https://open.spotify.com/show/4Kbsy61zJSzPxNZZ3PKbXl
 
Facebook: https://www.facebook.com/people/Breaking-Points/61575893472315/

#news #politics #youtube","['breaking points', 'krystal ball', 'saagar enjeti']",https://www.youtube.com/watch?v=FS7reVQLd_o,Foreign Policy / War,0.9,Analysis of Trump administration's Middle East military strategy and Saudi geopolitical influence,2026-05-07,Thursday,3,"['Krystal', 'Saagar']",Krystal & Saagar,2,1,1,0,0,13.302143373834886,9.863290362784715,7.237059026124737,6,6
Fv-PJpH7N9A,'EPSTEIN CLASS!': Graham Platner GLOVES OFF Against Susan Collins,2026-05-08,155530,5785,866,832,"Krystal, Emily and Mac discuss Graham Platner's brutal ad on Susan Collins as her health concerns are revealed. 

Mac: https://www.youtube.com/GoodPoliticGuy

Sign up for a PREMIUM Breaking Points subscriptions for full early access to uncut shows and LIVE AMAs with the hosts every week: https://breakingpoints.locals.com/support

Merch Store: https://shop.breakingpoints.com/

To listen to Breaking Points as a podcast, check them out on Apple and Spotify

Apple: https://podcasts.apple.com/us/podcast/breaking-points-with-krystal-and-saagar/id1570045623
 
Spotify: https://open.spotify.com/show/4Kbsy61zJSzPxNZZ3PKbXl
 
Facebook: https://www.facebook.com/people/Breaking-Points/61575893472315/

#news #politics #youtube","['breaking points', 'krystal ball', 'saagar enjeti']",https://www.youtube.com/watch?v=Fv-PJpH7N9A,Legal / Courts,0.82,Political attack on Senator Collins regarding Epstein-related issues.,2026-05-08,Friday,4,"['Emily', 'Krystal']",Emily & Krystal,2,1,0,0,1,11.954593918038606,8.663023639627777,6.723832440821209,1,2
pf6j95C74dg,"‘Love Tap’: Trump BOMBS IRAN, Says Ceasefire STILL ON",2026-05-08,209724,6192,815,2089,"Krystal, Emily and Mac are joined by Jeremy Scahill to break down the latest on Iran as Trump says ceasefire is still on despite US strikes on Iran.

Jeremy Scahill: https://x.com/jeremyscahill

Mac: https://www.youtube.com/GoodPoliticGuy

Sign up for a PREMIUM Breaking Points subscriptions for full early access to uncut shows and LIVE AMAs with the hosts every week: https://breakingpoints.locals.com/support

Merch Store: https://shop.breakingpoints.com/

To listen to Breaking Points as a podcast, check them out on Apple and Spotify

Apple: https://podcasts.apple.com/us/podcast/breaking-points-with-krystal-and-saagar/id1570045623
 
Spotify: https://open.spotify.com/show/4Kbsy61zJSzPxNZZ3PKbXl
 
Facebook: https://www.facebook.com/people/Breaking-Points/61575893472315/

#news #politics #youtube","['breaking points', 'krystal ball', 'saagar enjeti']",https://www.youtube.com/watch?v=pf6j95C74dg,Foreign Policy / War,0.92,Trump's military action against Iran and ceasefire status.,2026-05-08,Friday,4,"['Emily', 'Krystal']",Emily & Krystal,2,1,0,0,1,12.25354765955436,8.731013415269564,7.644440761556566,2,2
zQhijX4lYFY,Larry Wilkerson Responds: Is US Checkmated in Iran??,2026-05-11,342042,10985,1200,1388,"Krystal and Emily are joined by Larry Wilkerson to discuss the latest on Iran. 

Sign up for a PREMIUM Breaking Points subscriptions for full early access to uncut shows and LIVE AMAs with the hosts every week: https://breakingpoints.locals.com/support

Merch Store: https://shop.breakingpoints.com/

To listen to Breaking Points as a podcast, check them out on Apple and Spotify

Apple: https://podcasts.apple.com/us/podcast/breaking-points-with-krystal-and-saagar/id1570045623
 
Spotify: https://open.spotify.com/show/4Kbsy61zJSzPxNZZ3PKbXl
 
Facebook: https://www.facebook.com/people/Breaking-Points/61575893472315/

#news #politics #youtube","['breaking points', 'krystal ball', 'saagar enjeti']",https://www.youtube.com/watch?v=zQhijX4lYFY,Foreign Policy / War,0.9,US military positioning and strategic concerns regarding Iran.,2026-05-11,Monday,0,"['Emily', 'Krystal']",Emily & Krystal,2,1,0,0,1,12.742688815522122,9.30428598481871,7.23561914106675,1,6
xjRiJ0rgGn8,AOC and MTG Go To War Over Israel,2026-05-11,232349,7222,3400,1370,"Krystal and Emily discuss  AOC vs MTG on Israel in fiery new exchanges. 

Sign up for a PREMIUM Breaking Points subscriptions for full early access to uncut shows and LIVE AMAs with the hosts every week: https://breakingpoints.locals.com/support

Merch Store: https://shop.breakingpoints.com/

To listen to Breaking Points as a podcast, check them out on Apple and Spotify

Apple: https://podcasts.apple.com/us/podcast/breaking-points-with-krystal-and-saagar/id1570045623
 
Spotify: https://open.spotify.com/show/4Kbsy61zJSzPxNZZ3PKbXl
 
Facebook: https://www.facebook.com/people/Breaking-Points/61575893472315/

#news #politics #youtube","['breaking points', 'krystal ball', 'saagar enjeti']",https://www.youtube.com/watch?v=xjRiJ0rgGn8,Domestic Politics,0.88,Congressional conflict between AOC and MTG over Israel policy.,2026-05-11,Monday,0,"['Emily', 'Krystal']",Emily & Krystal,2,1,0,0,1,12.355995830651915,8.884887201837403,7.222566018822171,2,6
Jd2VL1YsvOw,HANTAVIRUS?: We Are NOT Ready For New Pandemic,2026-05-11,162508,4526,1700,856,"Krystal and Emily discuss the latest updates on Hantavirus in the US. 

Sign up for a PREMIUM Breaking Points subscriptions for full early access to uncut shows and LIVE AMAs with the hosts every week: https://breakingpoints.locals.com/support

Merch Store: https://shop.breakingpoints.com/

To listen to Breaking Points as a podcast, check them out on Apple and Spotify

Apple: https://podcasts.apple.com/us/podcast/breaking-points-with-krystal-and-saagar/id1570045623
 
Spotify: https://open.spotify.com/show/4Kbsy61zJSzPxNZZ3PKbXl
 
Facebook: https://www.facebook.com/people/Breaking-Points/61575893472315/

#news #politics #youtube","['breaking points', 'krystal ball', 'saagar enjeti']",https://www.youtube.com/watch?v=Jd2VL1YsvOw,Healthcare / Pharma,0.85,Discussion of hantavirus pandemic preparedness and public health.,2026-05-11,Monday,0,"['Emily', 'Krystal']",Emily & Krystal,2,1,0,0,1,11.998482510309366,8.417593826193484,6.752270376141742,3,6
fujM6kjDkjM,DEMS Prep NUCLEAR OPTION After VA Maps Struck Down,2026-05-11,161154,5282,2400,1358,"Krystal and Emily discuss Dems VA maps being struck down in a massive blow ahead of the midterms. 

Sign up for a PREMIUM Breaking Points subscriptions for full early access to uncut shows and LIVE AMAs with the hosts every week: https://breakingpoints.locals.com/support

Merch Store: https://shop.breakingpoints.com/

To listen to Breaking Points as a podcast, check them out on Apple and Spotify

Apple: https://podcasts.apple.com/us/podcast/breaking-points-with-krystal-and-saagar/id1570045623
 
Spotify: https://open.spotify.com/show/4Kbsy61zJSzPxNZZ3PKbXl
 
Facebook: https://www.facebook.com/people/Breaking-Points/61575893472315/

#news #politics #youtube","['breaking points', 'krystal ball', 'saagar enjeti']",https://www.youtube.com/watch?v=fujM6kjDkjM,Domestic Politics,0.88,Democratic response to Virginia redistricting court decision.,2026-05-11,Monday,0,"['Emily', 'Krystal']",Emily & Krystal,2,1,0,0,1,11.99011570853032,8.572060092857077,7.213768308118642,4,6
TeycoI2J2GY,Heinz CEO DIRE WARNING: People Running Out Of Money,2026-05-11,402373,11363,2700,933,"Krystal and Emily discuss dire warnings about the economic impact of the Iran war. 

Sign up for a PREMIUM Breaking Points subscriptions for full early access to uncut shows and LIVE AMAs with the hosts every week: https://breakingpoints.locals.com/support

Merch Store: https://shop.breakingpoints.com/

To listen to Breaking Points as a podcast, check them out on Apple and Spotify

Apple: https://podcasts.apple.com/us/podcast/breaking-points-with-krystal-and-saagar/id1570045623
 
Spotify: https://open.spotify.com/show/4Kbsy61zJSzPxNZZ3PKbXl
 
Facebook: https://www.facebook.com/people/Breaking-Points/61575893472315/

#news #politics #youtube","['breaking points', 'krystal ball', 'saagar enjeti']",https://www.youtube.com/watch?v=TeycoI2J2GY,Economy / Finance,0.9,Corporate warning about consumer financial distress.,2026-05-11,Monday,0,"['Emily', 'Krystal']",Emily & Krystal,2,1,0,0,1,12.905134798101027,9.338117741918008,6.838405200847344,5,6
GtMqhegURJc,BREAKING: BIBI DEMANDS More War as Trump REJECTS Iran Proposal,2026-05-11,244653,7156,1100,1327,"Krystal and Emily discuss Bibi demanding more war as Trump rejects Iran's proposal. 

Sign up for a PREMIUM Breaking Points subscriptions for full early access to uncut shows and LIVE AMAs with the hosts every week: https://breakingpoints.locals.com/support

Merch Store: https://shop.breakingpoints.com/

To listen to Breaking Points as a podcast, check them out on Apple and Spotify

Apple: https://podcasts.apple.com/us/podcast/breaking-points-with-krystal-and-saagar/id1570045623
 
Spotify: https://open.spotify.com/show/4Kbsy61zJSzPxNZZ3PKbXl
 
Facebook: https://www.facebook.com/people/Breaking-Points/61575893472315/

#news #politics #youtube","['breaking points', 'krystal ball', 'saagar enjeti']",https://www.youtube.com/watch?v=GtMqhegURJc,Foreign Policy / War,0.93,Netanyahu's demands for continued military action and Trump's Iran negotiations.,2026-05-11,Monday,0,"['Emily', 'Krystal']",Emily & Krystal,2,1,0,0,1,12.407596159057782,8.87570644462861,7.190676034332207,6,6
knj7e4yrd80,Derek Thompson: BILLIONAIRE US Politics Takeover As AI Explodes,2026-05-12,98126,2756,891,1294,"Emily and Saagar are joined by Derek Thompson to discuss the billionaire AI takeover of the US. 

Derek Thompson: https://www.derekthompson.org/


Sign up for a PREMIUM Breaking Points subscriptions for full early access to uncut shows and LIVE AMAs with the hosts every week: https://breakingpoints.locals.com/support

Merch Store: https://shop.breakingpoints.com/

To listen to Breaking Points as a podcast, check them out on Apple and Spotify

Apple: https://podcasts.apple.com/us/podcast/breaking-points-with-krystal-and-saagar/id1570045623
 
Spotify: https://open.spotify.com/show/4Kbsy61zJSzPxNZZ3PKbXl
 
Facebook: https://www.facebook.com/people/Breaking-Points/61575893472315/

#news #politics #youtube","['breaking points', 'krystal ball', 'saagar enjeti']",https://www.youtube.com/watch?v=knj7e4yrd80,Media / Tech,0.85,Discussion of billionaire influence in politics amid AI expansion.,2026-05-12,Tuesday,1,"['Emily', 'Saagar']",Emily & Saagar,2,0,1,0,1,11.494007646115584,7.9215356321335495,7.165493475060845,1,5
FnvgAJpUmxI,Bibi BLAMES SOCIAL MEDIA For Anti-Israel AS NYT HORRIFYING Report Drops,2026-05-12,249342,8053,2800,1142,"Emily and Saagar discuss Bibi blaming social media for Americans turning against Israel. 

Sign up for a PREMIUM Breaking Points subscriptions for full early access to uncut shows and LIVE AMAs with the hosts every week: https://breakingpoints.locals.com/support

Merch Store: https://shop.breakingpoints.com/

To listen to Breaking Points as a podcast, check them out on Apple and Spotify

Apple: https://podcasts.apple.com/us/podcast/breaking-points-with-krystal-and-saagar/id1570045623
 
Spotify: https://open.spotify.com/show/4Kbsy61zJSzPxNZZ3PKbXl
 
Facebook: https://www.facebook.com/people/Breaking-Points/61575893472315/

#news #politics #youtube","['breaking points', 'krystal ball', 'saagar enjeti']",https://www.youtube.com/watch?v=FnvgAJpUmxI,Media / Tech,0.8,Social media's role in anti-Israel sentiment and media criticism.,2026-05-12,Tuesday,1,"['Emily', 'Saagar']",Emily & Saagar,2,0,1,0,1,12.426580727042701,8.993799971795545,7.040536390215956,2,5
KdWNXBolzfs,Saagar BREAKS DOWN Trump's UFO File Release,2026-05-12,184478,4329,727,789,"Emily and Saagar discuss the latest release of the UFO files. 

Sign up for a PREMIUM Breaking Points subscriptions for full early access to uncut shows and LIVE AMAs with the hosts every week: https://breakingpoints.locals.com/support

Merch Store: https://shop.breakingpoints.com/

To listen to Breaking Points as a podcast, check them out on Apple and Spotify

Apple: https://podcasts.apple.com/us/podcast/breaking-points-with-krystal-and-saagar/id1570045623
 
Spotify: https://open.spotify.com/show/4Kbsy61zJSzPxNZZ3PKbXl
 
Facebook: https://www.facebook.com/people/Breaking-Points/61575893472315/

#news #politics #youtube","['breaking points', 'krystal ball', 'saagar enjeti']",https://www.youtube.com/watch?v=KdWNXBolzfs,Domestic Politics,0.85,Trump's UFO file release and government transparency.,2026-05-12,Tuesday,1,"['Emily', 'Saagar']",Emily & Saagar,2,0,1,0,1,12.125285494160511,8.37309184744198,6.670766320845874,3,5
pPpSGGVcc2g,Trump DESPERATE PLOY: End 18¢ Gas Tax,2026-05-12,181626,4967,1200,959,"Emily and Saagar discuss Trump's desperate ploy to lower gas prices. 

Sign up for a PREMIUM Breaking Points subscriptions for full early access to uncut shows and LIVE AMAs with the hosts every week: https://breakingpoints.locals.com/support

Merch Store: https://shop.breakingpoints.com/

To listen to Breaking Points as a podcast, check them out on Apple and Spotify

Apple: https://podcasts.apple.com/us/podcast/breaking-points-with-krystal-and-saagar/id1570045623
 
Spotify: https://open.spotify.com/show/4Kbsy61zJSzPxNZZ3PKbXl
 
Facebook: https://www.facebook.com/people/Breaking-Points/61575893472315/

#news #politics #youtube","['breaking points', 'krystal ball', 'saagar enjeti']",https://www.youtube.com/watch?v=pPpSGGVcc2g,Economy / Finance,0.8,Trump's proposal to end gas tax as economic policy.,2026-05-12,Tuesday,1,"['Emily', 'Saagar']",Emily & Saagar,2,0,1,0,1,12.109704906707393,8.51057131510735,6.8658910748834385,4,5
DSoHmOy0YDM,Trump Says CEASEFIRE 'On LIFE SUPPORT' As Military Action LOOMS,2026-05-12,183694,5373,894,1656,"Emily and Saagar discuss Trump saying the Iran ceasefire is 'on life support'.

Sign up for a PREMIUM Breaking Points subscriptions for full early access to uncut shows and LIVE AMAs with the hosts every week: https://breakingpoints.locals.com/support

Merch Store: https://shop.breakingpoints.com/

To listen to Breaking Points as a podcast, check them out on Apple and Spotify

Apple: https://podcasts.apple.com/us/podcast/breaking-points-with-krystal-and-saagar/id1570045623
 
Spotify: https://open.spotify.com/show/4Kbsy61zJSzPxNZZ3PKbXl
 
Facebook: https://www.facebook.com/people/Breaking-Points/61575893472315/

#news #politics #youtube","['breaking points', 'krystal ball', 'saagar enjeti']",https://www.youtube.com/watch?v=DSoHmOy0YDM,Foreign Policy / War,0.92,Trump's statements on Israel-Gaza ceasefire and military action.,2026-05-12,Tuesday,1,"['Emily', 'Saagar']",Emily & Saagar,2,0,1,0,1,12.121026608720975,8.589141690728821,7.412160334945205,5,5
faNMUGW1stw,Professor Pape: China ‘EATING OUR LUNCH’ Amid US EMPIRE DECLINE,2026-05-13,346943,11693,2600,1043,"Krystal and Saagar are joined by Prof Pape to discuss the latest on Trump's trip to China and the war in Iran. 

Robert Pape: https://escalationtrap.substack.com/


Sign up for a PREMIUM Breaking Points subscriptions for full early access to uncut shows and LIVE AMAs with the hosts every week: https://breakingpoints.locals.com/support

Merch Store: https://shop.breakingpoints.com/

To listen to Breaking Points as a podcast, check them out on Apple and Spotify

Apple: https://podcasts.apple.com/us/podcast/breaking-points-with-krystal-and-saagar/id1570045623
 
Spotify: https://open.spotify.com/show/4Kbsy61zJSzPxNZZ3PKbXl
 
Facebook: https://www.facebook.com/people/Breaking-Points/61575893472315/

#news #politics #youtube","['breaking points', 'krystal ball', 'saagar enjeti']",https://www.youtube.com/watch?v=faNMUGW1stw,Foreign Policy / War,0.95,Discussion of US-China relations and American imperial decline.,2026-05-13,Wednesday,2,"['Krystal', 'Saagar']",Krystal & Saagar,2,1,1,0,0,12.756915780306318,9.366745651140318,6.949856455000773,1,6
djSCdq2b9FI,Republicans Face Historic Midterm Bloodbath,2026-05-13,193700,5802,1400,895,"Krystal and Saagar discuss the warning signs for Republicans ahead of the midterms. 

Sign up for a PREMIUM Breaking Points subscriptions for full early access to uncut shows and LIVE AMAs with the hosts every week: https://breakingpoints.locals.com/support

Merch Store: https://shop.breakingpoints.com/

To listen to Breaking Points as a podcast, check them out on Apple and Spotify

Apple: https://podcasts.apple.com/us/podcast/breaking-points-with-krystal-and-saagar/id1570045623
 
Spotify: https://open.spotify.com/show/4Kbsy61zJSzPxNZZ3PKbXl
 
Facebook: https://www.facebook.com/people/Breaking-Points/61575893472315/

#news #politics #youtube","['breaking points', 'krystal ball', 'saagar enjeti']",https://www.youtube.com/watch?v=djSCdq2b9FI,Domestic Politics,0.95,Republican party performance in midterm elections.,2026-05-13,Wednesday,2,"['Krystal', 'Saagar']",Krystal & Saagar,2,1,1,0,0,12.174065849395086,8.665957964681349,6.796823718274855,3,6
Tl8NX7734rg,Poll: Israel Most Hated Country In The World,2026-05-13,321932,13921,3200,1061,"Krystal and Saagar discuss new polling showing Israel as the most disliked country on Earth. 

Sign up for a PREMIUM Breaking Points subscriptions for full early access to uncut shows and LIVE AMAs with the hosts every week: https://breakingpoints.locals.com/support

Merch Store: https://shop.breakingpoints.com/

To listen to Breaking Points as a podcast, check them out on Apple and Spotify

Apple: https://podcasts.apple.com/us/podcast/breaking-points-with-krystal-and-saagar/id1570045623
 
Spotify: https://open.spotify.com/show/4Kbsy61zJSzPxNZZ3PKbXl
 
Facebook: https://www.facebook.com/people/Breaking-Points/61575893472315/

#news #politics #youtube","['breaking points', 'krystal ball', 'saagar enjeti']",https://www.youtube.com/watch?v=Tl8NX7734rg,Foreign Policy / War,0.9,International polling on Israel's global perception.,2026-05-13,Wednesday,2,"['Krystal', 'Saagar']",Krystal & Saagar,2,1,1,0,0,12.68209562210066,9.541153770388567,6.966967138613983,4,6
s2sB7qpwxu4,Male Employment CRATERS Under Trump Economy,2026-05-13,197718,5567,1600,1046,"Krystal and Saagar discuss male employment cratering under Trump's economy. 

Sign up for a PREMIUM Breaking Points subscriptions for full early access to uncut shows and LIVE AMAs with the hosts every week: https://breakingpoints.locals.com/support

Merch Store: https://shop.breakingpoints.com/

To listen to Breaking Points as a podcast, check them out on Apple and Spotify

Apple: https://podcasts.apple.com/us/podcast/breaking-points-with-krystal-and-saagar/id1570045623
 
Spotify: https://open.spotify.com/show/4Kbsy61zJSzPxNZZ3PKbXl
 
Facebook: https://www.facebook.com/people/Breaking-Points/61575893472315/

#news #politics #youtube","['breaking points', 'krystal ball', 'saagar enjeti']",https://www.youtube.com/watch?v=s2sB7qpwxu4,Economy / Finance,0.92,Employment data and economic performance under Trump administration.,2026-05-13,Wednesday,2,"['Krystal', 'Saagar']",Krystal & Saagar,2,1,1,0,0,12.19459705205515,8.624611588183507,6.952728644624869,5,6
3RQeHJ8ARk8,Trump: I DON'T CARE About Americans Finances,2026-05-13,347229,12180,2500,1271,"Krystal and Saagar discuss Trump saying he doesn't care about Americans finances as inflation spirals. 

Sign up for a PREMIUM Breaking Points subscriptions for full early access to uncut shows and LIVE AMAs with the hosts every week: https://breakingpoints.locals.com/support

Merch Store: https://shop.breakingpoints.com/

To listen to Breaking Points as a podcast, check them out on Apple and Spotify

Apple: https://podcasts.apple.com/us/podcast/breaking-points-with-krystal-and-saagar/id1570045623
 
Spotify: https://open.spotify.com/show/4Kbsy61zJSzPxNZZ3PKbXl
 
Facebook: https://www.facebook.com/people/Breaking-Points/61575893472315/

#news #politics #youtube","['breaking points', 'krystal ball', 'saagar enjeti']",https://www.youtube.com/watch?v=3RQeHJ8ARk8,Economy / Finance,0.88,Trump's statement on American financial concerns and economic policy.,2026-05-13,Wednesday,2,"['Krystal', 'Saagar']",Krystal & Saagar,2,1,1,0,0,12.757739783625906,9.407550541263888,7.147559271189454,6,6
